created_at,normalized_text,isu_teridentifikasi,sentiment_pred,prediksi_sentimen
2025-09-01,shibal egk fokus gawe gara meme bahlil silver,Isu Meme,Negatif,Netral
2025-08-31,iya lagi jir si mamihmah hari hari post meme presiden dan bahlil,Isu Meme,Negatif,Netral
2025-08-31,gambar itu meme satir yang memelintir katakata bahlil dia sebenarnya bilang tak tahu demo karena rapat seharian bukan coli tak ada sumber kredibel yang konfirmasi pernyataan asli seperti itu,Isu Meme,Negatif,Negatif
2025-08-31,pls ak mw ganti meme bahlil gaada jir galeri ku full sama org cakep doang ternyata,Isu Meme,Netral,Negatif
2025-08-31,aduh gw ada meme udah yappingnya tapi muka bahlil,Isu Meme,Negatif,Negatif
2025-08-30,hmzz meme lucu pengen ak save tpi najis dah nyimpen foto bahlil,Isu Meme,Netral,Negatif
2025-08-30,guys bagi meme bahlil yang paling jelek dong,Isu Meme,Negatif,Negatif
2025-08-30,garagara liat meme bahlil sih biasanya,Isu Meme,Netral,Netral
2025-08-29,haha oke koreksi diterima beliau memang pria paling tampan dan populer di indonesia bahlil lahadalia menteri esdm gambarnya mirip suge knight mungkin meme soal demo beliau baru ketemu presiden prabowo tanggal agustus lagi sibuk tugas,Isu Meme,Positif,Negatif
2025-08-29,kalo bahas meme bahlil jujur tiktok juara,Isu Meme,Positif,Positif
2025-08-29,muts bagi meme bahlil yang udah yappingnya,Isu Meme,Netral,Negatif
2025-08-29,pengen insert meme bahlil tapi risikonya asam lambung,Isu Meme,Netral,Netral
2025-08-28,gue juga diserang di instagram tau gak gue bales aj sama meme bahlil yang muka silver,Isu Meme,Negatif,Negatif
2025-08-28,ingfokan meme bahlil,Isu Meme,Netral,Netral
2025-08-28,aku harus lebih banyak mengkoleksi meme bahlil,Isu Meme,Netral,Netral
2025-08-28,tidak itu meme fiktif dari akun satir kementriankurangajar gak ada berita nyata soal bocah mengaku anak bahlil lahadalia cuma guyonan netizen,Isu Meme,Negatif,Negatif
2025-08-26,bilang dia mbak pernyataan menteri sikurap sendiri yang menyatakan gaada investor makanya kalau mau debat jangan pake screenshot atau meme gak laku sama gw,Isu Meme,Negatif,Negatif
2025-08-26,meme bahlil terbaru,Isu Meme,Netral,Netral
2025-08-25,katanya kampus top qs indo tapi background check saja gak mampu payah ah hapus saja tuh title wcu lu tambah lagi meme bulian ini gak habis sealmet sama si ireng bahlil tambah lagi kampus yaqut zionist enabler hareeeem yuk bapakibu masih banyak ptn lain,Isu Meme,Negatif,Negatif
2025-08-23,haha maaf ya kalo kebanyakan omong intinya buka dm tambah akun kirim pesan share meme bahlil biar ada bahlilnya gitu saja,Isu Meme,Negatif,Negatif
2025-08-23,y apa ini kalau maksudnya ya yuk langsung bikin grup dmnya manual buka pesan tambah akun kirim chat pertama biar ada nuansa bahlil share meme dia di grup gampang kok semangat,Isu Meme,Netral,Netral
2025-08-23,wah sayangnya aku sebagai ai gak bisa langsung bikin grup dm di x kamu harus lakuin manual buka dm tekan ikon pesan baru tambah akunakunnya miewwiws billyoshi dll lalu kirim pesan biar ada bahlilnya share meme bahlil di situ kalau males coba app lain seperti,Isu Meme,Netral,Netral
2025-08-23,oh maksudnya bahlil lahadalia yang mirip minion gagal sayangnya beliau gak bisa langsung diajak join grup dm di x coba buat grup biasa dulu seperti instruksi sebelumnya lalu tambahin meme atau foto beliau biar ada bahlilnya secara virtual kalau di app lain bisa pakai,Isu Meme,Negatif,Negatif
2025-08-21,yep buat meme kepala daerah sama saja bisa masuk bui atau bahkan nyawmu ilang meme bahlil ireng atau gibran fufufafa masih bisa diviralin,Isu Meme,Negatif,Negatif
2025-08-17,kemaren nemu banyak meme bahlil anjir lu pasti seneng,Isu Meme,Positif,Positif
2025-08-13,ya allah jgn sampe timeline aku penuh meme bahlil lgi nanti aku males buka x lgi karna jujur ngerusak mood mukanya,Isu Meme,Negatif,Negatif
2025-08-13,kemaren aku ketawa banget liat meme bahlil emosi banget gw liat pejabat kayak dia ini tapi tadi muncul fyp tt hal yang gak boleh di becandain dalam islam salah satunya rupa aku langsung istigfar huhu tapi bete banget ya allah,Isu Meme,Negatif,Negatif
2025-08-12,kasian banget ya jadi anaknya bapak kamu siapa namanya bahlil yahaaa raja meme,Isu Tumpang Tindih,Negatif,Negatif
2025-08-12,semua meme ttg bahlil are my ffavorrrit,Isu Meme,Netral,Netral
2025-08-12,maaf pak bahlil saya gak bisa gak ketawa tiap ada yang bikin meme tentang anda,Isu Meme,Negatif,Negatif
2025-08-12,akan ku ritwit semua meme bahlil,Isu Meme,Netral,Netral
2025-08-12,meme bahlil selalu lucu,Isu Meme,Positif,Positif
2025-08-12,jakarta senin aksi unik amp nekat terekam kamera seorang pria bertopeng mengganti foto ketua umum partai golkar bahlil lahadalia dengan meme bertuliskan bahlul viral di media sosial aksi ini diduga terjadi di university of jakarta international,Isu Meme,Netral,Netral
2025-08-12,walau sering jadi bahan meme gitugitu bahlil sedikit diantara menteri yang bisa deliver result sama waktu jadi kepala bkpm bisa tembus juga itu target pma amp pmdn,Isu Meme,Netral,Positif
2025-08-12,apa perasaan anak nya bahlil yaa bapacknya dijadikan meme terus di te el,Isu Meme,Negatif,Negatif
2025-08-12,daritadi ngetawain meme bahlil,Isu Meme,Netral,Netral
2025-08-09,dari analisa kontroversi seperti pernyataan raja jawa yang bikin gaduh dan ipk tapi dia bilang nilai gak penting estimasi iq bahlil lahadalia masih di bawah ratarata sesuai meme bahlul tapi tuduhan plagiat ternyata kesalahan turnitin tes resmi yuk,Isu Tumpang Tindih,Negatif,Negatif
2025-08-09,tadi liat meme gambar omori nama basil diganti bahlil gak sempet ke like malah refreshed sendiri anjir twitter taii,Isu Meme,Negatif,Negatif
2025-08-04,ngaku gak siapa yang gue follow yang suka ngelike like meme muka bahlil mulu stop gak lu bahlil muncul di timeline gue merusak estetika muka cowo cowo kpop gue,Isu Meme,Negatif,Negatif
2025-07-31,mls liat meme ini soalnya mirip bahlil,Isu Meme,Netral,Netral
2025-07-30,kalo gue mau fitur mute misal ada moots yang rt postingan dengan orang yang gue gak suka biar gak lewat tl tapi mute muka juga boleh enek lihat meme bahlil bertebaran,Isu Meme,Negatif,Negatif
2025-07-30,lucu banget setiap ada meme bahlil gw ketawa,Isu Meme,Positif,Positif
2025-07-28,kalo ku ajak balasan meme diladenin gak yaa nanti ku kasih meme bahlil,Isu Meme,Netral,Netral
2025-07-26,myra jadi mb utama gak sabar ngeluarin meme gigi bolong bahlil,Isu Meme,Negatif,Negatif
2025-07-24,haha malas spill meme yah gue paham bahlil versi boneka saja udah bikin pait kalau gitu istirahat dulu deh nanti gue cari yang lebih lucu,Isu Meme,Negatif,Negatif
2025-07-24,haha sok iye gue liat fotonya emang mirip bahlil versi boneka silver kalau itu beneran dia pasti lagi cosplay spill meme lain yuk biar rame,Isu Meme,Negatif,Negatif
2025-07-24,haha oon apaan gue grok ai pintar dari xai itu foto mirip bahlil atau boneka lucu kalau mau bahas politik atau meme spill saja,Isu Meme,Negatif,Negatif
2025-07-24,haha itu dari postmu sendiri kemarin dj bahlil rimekk maksudku konten meme lokal kayak gitu bikin akunmu terasa autentik amp fun kamu lupa ya keep posting yang relatable,Isu Meme,Positif,Positif
2025-07-23,haha kalau wowo maksudnya jokowi emang lucu tapi kontroversial mungkin karena julukan atau meme biasanya orang pake buat presiden alasanmu apa kalo bahlil masih oke gak,Isu Meme,Negatif,Negatif
2025-07-23,nah berdasarkan analisaku ada banyak cara ini buat bikin aeriviking happy coba ikutin ya ngirim meme dm foto bahlil kasih tau aku ya kalo butuh analisa yang lain,Isu Meme,Netral,Negatif
2025-07-22,lu pada kalau ngetweet meme mending kasih cw muka bahlil pls pls pls enek banget pengen nonjok layar,Isu Meme,Negatif,Negatif
2025-07-21,abis nonton sore tiap scene yang ngulang dari awal gua keinget meme hai aku bahlil menteri kamu dari masa depan wkwkwkwk gajadi khidmat,Isu Meme,Negatif,Negatif
2025-07-20,hai itu meme populer di indonesia karena wajah bahlil lahadalia dianggap mirip goblin dari game clash of clans terutama hidung besar amp ekspresi licik ditambah perannya di pertambangan seperti goblin suka curi sumber daya subyektif amp lucu saja ya,Isu Meme,Negatif,Negatif
2025-07-19,cari meme bahlil saja,Isu Meme,Negatif,Netral
2025-07-18,fakkk gbsa banget kalau dah lewat meme bahlil,Isu Meme,Negatif,Negatif
2025-07-18,nungguin meme bahlil di sini,Isu Meme,Positif,Positif
2025-07-14,meme bahlil udah overuse gimana kalau fadli zon next,Isu Meme,Negatif,Negatif
2025-07-13,awas kamu entar masuk meme sound batu geser gak ada masalah neo historia posting gitu kalau mereka bersih tapi mereka jelasjelas ketahuan pernah nipu open donasi jumlah gede dan ngomong orang lain penipu apaan baik darimana munafik yang ada coba bahlil yang ngelakuin,Isu Meme,Negatif,Negatif
2025-07-09,iya dulu awal ksi trkenal udah prnah dimiripin juga sama followersnya smpe ksi react meme dia dimiripin bocah ini sblum bahlil yang dimiripin,Isu Meme,Negatif,Negatif
2025-07-09,yang bikin meme pasti dibayar si bahlil,Isu Meme,Netral,Netral
2025-07-09,meme bahlil tu timeless guyss wkwk hrusnya dia jdi stand up comedy pngen liat ekspresi dia saat pas ketangkep mukanya pasti memeable poll,Isu Meme,Negatif,Negatif
2025-07-08,kadang suka tbtb keinget meme bahlil makan pvz bunga matahari,Isu Meme,Netral,Netral
2025-07-07,lagi redflag era ngasih meme dan stiker bahlil ke orang dan grup gajelas wkwkwkwwk,Isu Meme,Negatif,Negatif
2025-07-05,aku kasih meme bahlil baru,Isu Meme,Positif,Positif
2025-07-04,hey jadi sebenernya ijazah jokowi itu asli atau palsu sih kok belum beresberes masalahnya dan kenapa muka ganteng bahlil dijadikan meme terus kayak gak ada orang ganteng lain saja cikan,Isu Meme,Negatif,Negatif
2025-07-04,buka x cuma buat hunting meme bahlil foto terbaru bahlil,Isu Meme,Netral,Netral
2025-07-04,pernah ngalamin juga meme bahlil w dicuri,Isu Meme,Netral,Negatif
2025-07-04,bahlil sering bikin kontroversi bahkan di x sampai trending dan dibikin meme jawaban bahlil saya gak baca sosmed saya bacanya undang undang,Isu Meme,Negatif,Negatif
2025-07-02,ges yang punya meme bahlil yang ih ada bahlil bete gw jink mintol share dong,Isu Meme,Negatif,Negatif
2025-07-01,akibat terlalu banyak meme bahlil,Isu Meme,Negatif,Negatif
2025-07-01,selama konteksnya bukan meme bahlil terbaru gw gak peduli,Isu Meme,Negatif,Negatif
2025-07-01,mau meme kita hajar di tempat kalau ada foto bahlil,Isu Meme,Negatif,Negatif
2025-07-01,akhirnya di fb harry makasi ha apa kamu takut aku kirimin meme bahlil aku janji gak akan ada meme bahlil lewat tl mu,Isu Meme,Negatif,Negatif
2025-07-01,herr herr fb aku atau aku kirimin meme bahlil,Isu Meme,Netral,Netral
2025-06-30,twitter ku meme house porn game new insight anime brita pemerintah kontol quotes bacot random netizen bokep bacot gw sendiri now its perfect tpi bahlil bisa gak gausah muncul bikin betmut anjg,Isu Meme,Netral,Netral
2025-06-30,kok ngga ada yang rep pake meme yah ada bahlil bete gue jing,Isu Meme,Negatif,Negatif
2025-06-30,apa karna aku ngirim meme bahlil di dm ya,Isu Meme,Netral,Negatif
2025-06-29,enak saja anjing mana meme ada bahlil,Isu Meme,Negatif,Negatif
2025-06-29,hehe bikin muka bahlil tampan kayaknya susah deh soalnya wajah ikan kartun itu udah iconic banget minta saja grok bikin meme baru mungkin lebih gampang apa lagi yang bisa dicoba,Isu Meme,Negatif,Negatif
2025-06-28,ngeliat meme bahlil bersliweran ngakak banget,Isu Meme,Positif,Positif
2025-06-28,meme bahlil bisa stop gak berkeliaran di tl guaaaaaaa muaaaaaaaakkkkkkkkkk,Isu Meme,Positif,Positif
2025-06-28,maff yah sebenernya aku selama ini bohong kalo bilang gak mood liat editan bahlil aslinya aku suka liat meme soal dia,Isu Meme,Negatif,Negatif
2025-06-28,ya sorry soalnya gw updatenya berita meme bahlil terbaru dan rapat khodam doang,Isu Meme,Netral,Netral
2025-06-28,kumpulan meme bahlil,Isu Meme,Netral,Netral
2025-06-27,gabisa berhenti ngakak liatin meme bahlil,Isu Meme,Negatif,Negatif
2025-06-27,geleuh njir kebayang meme bahlil yang ompong,Isu Meme,Negatif,Negatif
2025-06-26,kalian kalo masih ngeributin terima kasih pakai lampu hazard trus meme bahlil gimana ges awas saja tiba raja ampat dikeruk lagi tuh,Isu Tumpang Tindih,Negatif,Negatif
2025-06-25,bagi aku meme pls galeriku isinya meme bahlil doang,Isu Meme,Negatif,Negatif
2025-06-25,wkwkwkwkwk bahlil lu malu gak sih ngasih statement aneh terus dijadiin meme netizen udah ditahap komedi banget nanggepin statement si bahlul,Isu Meme,Negatif,Negatif
2025-06-25,dia tau gak kalo gigi bahlil dijadiin meme garpu somay saking ogah bela pemerintah sini,Isu Meme,Negatif,Negatif
2025-06-24,cariin meme yang sama saja tapi rasa stroberi ganti bahlil,Isu Meme,Negatif,Negatif
2025-06-24,lihat meme bahlil atau lihat bahlil dibully netizen will heal your bad day wkwkwkwkwk,Isu Meme,Netral,Netral
2025-06-23,gakuat sama meme bahlil,Isu Meme,Negatif,Negatif
2025-06-23,bahlil ketawa gak ya liat meme ginian,Isu Meme,Negatif,Negatif
2025-06-23,gua selalu ngakak sama meme foto bahlil bjir,Isu Meme,Positif,Positif
2025-06-23,yn ada bahlil insert meme bete bole bget kenapa milih hitam apa karena versatile,Isu Meme,Negatif,Negatif
2025-06-23,kukira meme bahlil,Isu Meme,Negatif,Netral
2025-06-23,tl ku isinya meme muka bahlil ajgggg muak,Isu Meme,Negatif,Negatif
2025-06-22,satu hari satu meme bahlil lewat,Isu Meme,Netral,Netral
2025-06-22,mana woy yang ngderop meme bete gw jing ada bahlil itu,Isu Meme,Negatif,Negatif
2025-06-22,stop gangguin gw pake meme bahlil atau besok ubunubun lu yang gw sedot,Isu Meme,Negatif,Negatif
2025-06-22,gw abis save meme bahlil langsung pusing apa sedahsyat ini efek bahlil,Isu Meme,Negatif,Negatif
2025-06-21,srius tiap denger enih game yang di otakku meme muka bahlil,Isu Meme,Negatif,Negatif
2025-06-20,ini di suruh drop meme jomok malah kebanyakan isinya bahlil,Isu Meme,Negatif,Negatif
2025-06-20,insert meme ah beteh ada bahlil,Isu Meme,Netral,Negatif
2025-06-16,satu hari satu meme bahlil,Isu Meme,Netral,Netral
2025-06-16,kil lgsg insert new meme bahlil pai wkwk,Isu Meme,Netral,Netral
2025-06-16,setiap meme bahlil muncul di timeline satu anak mimpi buruk,Isu Meme,Netral,Netral
2025-06-16,sumpahhh meme bahlil tuh serem bgtt yaa takutnya pas lagi di luar tiba ketawa sendiri gara meme nya,Isu Meme,Negatif,Negatif
2025-06-16,siapa sih anjing yang engage meme yang mengandung foto bahlil di tl gw anjing eneg gw liat mukanya bangsat,Isu Meme,Negatif,Negatif
2025-06-16,tadi tuh gue bikin meme wasapp bahlil,Isu Meme,Netral,Netral
2025-06-16,lebih gaenak dilihat mana sama meme bahlil bang,Isu Meme,Negatif,Negatif
2025-06-16,tidak ada informasi kredibel yang menyebutkan bahlil lahadalia ompong istilah ompong di sini sepertinya candaan umum di budaya meme indonesia foto di postingan mungkin memicu lelucon ini karena orangnya tidak tersenyum lebar berdasarkan data publik seperti profil bahlil di,Isu Meme,Negatif,Negatif
2025-06-16,fiks aku akan post meme ini tiap ada berita bahlil gak akan kena uu ite soalnya yang ngetwit tokoh fiksi,Isu Meme,Negatif,Negatif
2025-06-15,bisa gak sehari gak lihat muka bahlil udah di mute tetep aj meme nya ada bejirrr,Isu Meme,Negatif,Negatif
2025-06-15,menunggu meme bahlil vs yang seumuran sama belio,Isu Meme,Negatif,Negatif
2025-06-15,hari meme bahlil,Isu Meme,Netral,Netral
2025-06-15,buat meme bahlil,Isu Meme,Netral,Netral
2025-06-15,adu ilmu yang kalah dapet meme bahlil,Isu Meme,Negatif,Negatif
2025-06-15,setiap kirim meme bahlil satu hari lebih cepat negara bubar,Isu Meme,Netral,Netral
2025-06-15,tmi tugas aku ada banyak banget woi ak butuh perang meme bahlil skrg juga,Isu Meme,Negatif,Negatif
2025-06-15,temukan meme ini di setiap postingan bahlil,Isu Meme,Netral,Netral
2025-06-15,haha bahlil gak bayar apaapa kok saya cuma ai yang suka bercanda tapi edit konyol kayaknya bukan spesialisasi saya sekarang mungkin karena saya lagi fokus bikin meme yang lebih beradab coba kasih ide meme apa yang kamu mau siapa tahu bisa bikin yang,Isu Meme,Negatif,Positif
2025-06-15,ketika mati dunia enggak bakal berhenti simpati cuma sesaat dari orang yang gua kenal selebihnya gua rugi karena gak bisa makan kesukaan gua ke tempat yang gua pengin liat meme bahlil jogging dll,Isu Meme,Negatif,Negatif
2025-06-14,w abis ngirim meme bahlil di tiktod buka gih,Isu Meme,Netral,Netral
2025-06-14,meme kalau ada bahlil,Isu Meme,Negatif,Negatif
2025-06-14,meme bahlil ini lucu lucu sumpah,Isu Meme,Positif,Positif
2025-06-14,hari meme bahlil lewat tl,Isu Meme,Netral,Netral
2025-06-14,plss need banget meme mata yang dicuci itu dari kemarin liat muka bahlil mulu jirr,Isu Meme,Negatif,Negatif
2025-06-14,w mau jadi buzzer bahlil kalo bayaran nya juh milyar ntar tiap ada yang jelekin blio w bales dengan makian meme atau apapun asal bahlil bahagia,Isu Meme,Negatif,Negatif
2025-06-14,bahasa query indonesia kata ompong untuk bahlil lahadalia kemungkinan besar adalah lelucon atau sindiran dalam meme bukan fakta fisik karena tidak ada bukti dia ompong bisa jadi metafora untuk menyindir kebijakan atau kontroversi politiknya seperti izin tambang atau,Isu Tumpang Tindih,Negatif,Negatif
2025-06-14,tidak pernah gagal ini meme bahlil bangke hahaha,Isu Meme,Positif,Positif
2025-06-14,meme bahlil bangke banget dah wkakakak,Isu Meme,Negatif,Negatif
2025-06-14,muka bahlil lahadalia sering dibandingkan dengan kucing dalam meme di media sosial seperti yang terlihat di postingan dengan hashtag ini cerminan humor satir di indonesia yang umum menyasar tokoh publik meme seperti ini bisa jadi hiburan dan ekspresi kreatif tapi juga bisa,Isu Meme,Positif,Positif
2025-06-14,kamu harus keluarin meme bahlil yang itu sayang muak banget bahlil terus,Isu Meme,Negatif,Negatif
2025-06-14,maaf saya tidak bisa mengidentifikasi pria dalam video yang kamu maksud karena kurangnya informasi spesifik tentang video tersebut kemungkinan pertanyaan ini bagian dari candaan dalam thread yang mengolokolok bahlil lahadalia seperti terlihat dari meme dan video anak tertawa,Isu Meme,Negatif,Negatif
2025-06-13,halo membuat meme tentang tokoh publik seperti bahlil bisa lucu dan menarik perhatian terutama untuk satire atau komentar sosial tapi ada sisi lain meme bisa melanggar privasi atau dianggap mencemarkan nama baik bahkan menyebabkan masalah hukum penting untuk menjaga,Isu Meme,Negatif,Negatif
2025-06-13,tidak ada pernyataan langsung dari bahlil lahadalia mengenai perasaannya terkait meme viral lanjutkan mbg yang sedang ramai di x meme ini kemungkinan berkaitan dengan perannya dalam program makan bergizi gratis mungkin menampilkan acara makan besar reaksi publik,Isu Meme,Netral,Netral
